2.300976          0.865736
2.349416          0.848282
2.398875          0.831142
2.449376          0.814314
2.500940          0.797795
2.553589          0.781583
2.607347          0.765674
2.662237          0.750067
2.718282          0.734758
2.775507          0.719744
2.833936          0.705020
2.893596          0.690584
2.954512          0.676431
3.016709          0.662557
3.080217          0.648959
3.145061          0.635631
3.211271          0.622570
3.278874          0.609771
3.347900          0.597230
3.418380          0.584943
3.490343          0.572904
3.563821          0.561110
3.638846          0.549556
3.715451          0.538238
3.793668          0.527150
3.873532          0.516290
3.955077          0.505651
4.038338          0.495231
4.123353          0.485025
4.210157          0.475028
4.298789          0.465237
4.389286          0.455647
4.481689          0.446254
4.576037          0.437055
4.672371          0.428045
4.770733          0.419220
4.871166          0.410577
4.973713          0.402112
5.078419          0.393822
5.185329          0.385703
5.294490          0.377751
5.405949          0.369962
5.519754          0.362335
5.635955          0.354864
5.754603          0.347548
5.875748          0.340382
5.999443          0.333364
6.125743          0.326491
6.254701          0.319759
6.386374          0.313167
6.520819          0.306710
6.658095          0.300386
6.798260          0.294193
6.941376          0.288127
7.087505          0.282187
7.236710          0.276369
7.389056          0.270670
7.544609          0.265090
7.703438          0.259624
7.865609          0.254271
8.031195          0.249029
8.200267          0.243894
8.372897          0.238866
8.549163          0.233941
8.729138          0.229118
8.912903          0.224394
9.100536          0.219767
9.292119          0.215236
9.487736          0.210798
9.687470          0.206452
9.891410          0.202196
10.099642          0.198027
10.312259          0.193944
10.529351          0.189945
10.751013          0.186029
10.977342          0.182193
11.208436          0.178437
11.444394          0.174758
11.685320          0.171155
11.931318          0.167626
12.182494          0.164170
12.438958          0.160785
12.700821          0.157470
12.968197          0.154223
13.241202          0.151044
13.519954          0.147929
13.804574          0.144879
14.095186          0.141892
14.391916          0.138967
14.694893          0.136102
15.004248          0.133296
15.320115          0.130547
15.642632          0.127856
15.971938          0.125220
16.308177          0.122638
16.651495          0.120109
17.002040          0.117633
17.359965          0.115208
17.725424          0.112832
18.098577          0.110506
18.479586          0.108228
18.868616          0.105996
19.265835          0.103811
19.671417          0.101670
20.085537          0.099574
20.508375          0.097521
20.940114          0.095510
21.380943          0.093541
21.831051          0.091613
22.290636          0.089724
22.759895          0.087874
23.239033          0.086062
23.728258          0.084288
24.227782          0.082550
24.737822          0.080848
25.258599          0.079181
25.790340          0.077548
26.333275          0.075950
26.887639          0.074384
27.453674          0.072850
28.031625          0.071348
28.621743          0.069877
29.224284          0.068436
29.839509          0.067025
30.467687          0.065643
31.109088          0.064290
31.763992          0.062964
32.432684          0.061666
33.115452          0.060395
33.812594          0.059150
34.524412          0.057930
35.251215          0.056736
35.993319          0.055566
36.751045          0.054420
37.524723          0.053298
38.314688          0.052199
39.121284          0.051123
39.944860          0.050069
40.785774          0.049037
41.644390          0.048026
42.521082          0.047035
43.416230          0.046066
44.330222          0.045116
45.263456          0.044186
46.216336          0.043275
47.189276          0.042383
48.182698          0.041509
49.197034          0.040653
50.232723          0.039815
51.290215          0.038994
52.369970          0.038190
53.472455          0.037402
54.598150          0.036631
55.747543          0.035876
56.921132          0.035136
58.119428          0.034412
59.342950          0.033702
60.592230          0.033008
61.867809          0.032327
63.170242          0.031660
64.500093          0.031008
65.857940          0.030368
67.244372          0.029742
68.659992          0.029129
70.105412          0.028528
71.581262          0.027940
73.088181          0.027364
74.626823          0.026800
76.197857          0.026247
77.801963          0.025706
79.439840          0.025176
81.112196          0.024657
82.819759          0.024149
84.563269          0.023651
86.343483          0.023163
88.161174          0.022686
90.017131          0.022218
91.912160          0.021760
93.847082          0.021311
95.822737          0.020872
97.839985          0.020442
99.899698          0.020020
102.002773          0.019607
104.150121          0.019203
