0.000000 0.107089
0.006880 0.109280
0.007025 0.111514
0.007173 0.113793
0.007324 0.116117
0.007478 0.118487
0.007635 0.120904
0.007796 0.123368
0.007960 0.125881
0.008128 0.128443
0.008299 0.131055
0.008473 0.133719
0.008652 0.136434
0.008834 0.139203
0.009020 0.142025
0.009210 0.144903
0.009404 0.147836
0.009602 0.150826
0.009804 0.153874
0.010010 0.156981
0.010221 0.160148
0.010436 0.163376
0.010656 0.166666
0.010880 0.170019
0.011109 0.173436
0.011343 0.176918
0.011582 0.180466
0.011825 0.184082
0.012074 0.187766
0.012329 0.191520
0.012588 0.195345
0.012853 0.199241
0.013124 0.203211
0.013400 0.207255
0.013682 0.211374
0.013970 0.215570
0.014264 0.219844
0.014565 0.224197
0.014871 0.228631
0.015184 0.233145
0.015504 0.237743
0.015830 0.242424
0.016163 0.247191
0.016504 0.252045
0.016851 0.256986
0.017206 0.262016
0.017568 0.267136
0.017938 0.272348
0.018316 0.277653
0.018701 0.283052
0.019095 0.288547
0.019497 0.294138
0.019907 0.299827
0.020326 0.305615
0.020754 0.311504
0.021191 0.317495
0.021637 0.323588
0.022093 0.329786
0.022558 0.336090
0.023033 0.342500
0.023518 0.349019
0.024013 0.355646
0.024518 0.362385
0.025035 0.369234
0.025562 0.376197
0.026100 0.383273
0.026649 0.390464
0.027210 0.397772
0.027783 0.405197
0.028368 0.412740
0.028965 0.420402
0.029575 0.428185
0.030197 0.436088
0.030833 0.444114
0.031482 0.452263
0.032145 0.460536
0.032822 0.468933
0.033513 0.477456
0.034218 0.486104
0.034938 0.494880
0.035674 0.503782
0.036425 0.512812
0.037192 0.521971
0.037975 0.531258
0.038774 0.540673
0.039590 0.550218
0.040424 0.559892
0.041275 0.569695
0.042144 0.579628
0.043031 0.589690
0.043937 0.599880
0.044862 0.610199
0.045806 0.620646
0.046771 0.631221
0.047755 0.641923
0.048761 0.652751
0.049787 0.663704
0.050835 0.674782
0.051905 0.685982
0.052998 0.697305
0.054114 0.708747
0.055253 0.720308
0.056416 0.731987
0.057604 0.743780
0.058816 0.755686
0.060055 0.767702
0.061319 0.779826
0.062610 0.792056
0.063928 0.804389
0.065274 0.816821
0.066648 0.829349
0.068051 0.841969
0.069483 0.854679
0.070946 0.867474
0.072440 0.880349
0.073965 0.893301
0.075522 0.906324
0.077112 0.919415
0.078735 0.932566
0.080393 0.945774
0.082085 0.959033
0.083813 0.972335
0.085577 0.985676
0.087379 0.999048
0.089219 1.012445
0.091097 1.025859
0.093014 1.039284
0.094973 1.052710
0.096972 1.066130
0.099013 1.079535
0.101098 1.092918
0.103226 1.106268
0.105399 1.119576
0.107618 1.132832
0.109884 1.146027
0.112197 1.159150
0.114559 1.172189
0.116971 1.185135
0.119433 1.197975
0.121947 1.210699
0.124514 1.223292
0.127136 1.235744
0.129812 1.248041
0.132545 1.260171
0.135335 1.272120
0.138184 1.283874
0.141093 1.295419
0.144064 1.306741
0.147096 1.317825
0.150193 1.328657
0.153355 1.339222
0.156583 1.349503
0.159880 1.359486
0.163246 1.369155
0.166682 1.378493
0.170191 1.387485
0.173774 1.396115
0.177432 1.404365
0.181167 1.412220
0.184981 1.419663
0.188876 1.426677
0.192852 1.433246
0.196912 1.439353
0.201057 1.444982
0.205290 1.450115
0.209611 1.454738
0.214024 1.458833
0.218530 1.462384
0.223130 1.465376
0.227827 1.467794
0.232624 1.469622
0.237521 1.470846
0.242521 1.471451
0.247627 1.471424
0.252840 1.470750
0.258162 1.469419
0.263597 1.467416
0.269146 1.464732
0.274812 1.461356
0.280598 1.457277
0.286505 1.452487
0.292536 1.446977
0.298695 1.440741
0.304983 1.433773
0.311403 1.426067
0.317959 1.417619
0.324652 1.408428
0.331487 1.398491
0.338465 1.387808
0.345591 1.376381
0.352866 1.364212
0.360295 1.351305
0.367879 1.337666
0.375624 1.323301
0.383532 1.308218
0.391606 1.292429
0.399850 1.275944
0.408267 1.258777
0.416862 1.240942
0.425638 1.222457
0.434598 1.203338
0.443747 1.183606
0.453089 1.163283
0.462627 1.142390
0.472367 1.120953
0.482311 1.098997
0.492464 1.076551
0.502832 1.053643
0.513417 1.030303
0.524226 1.006564
0.535261 0.982459
0.546530 0.958021
0.558035 0.933287
0.569783 0.908292
0.581778 0.883074
0.594025 0.857672
0.606531 0.832123
0.619299 0.806468
0.632337 0.780746
0.645649 0.754998
0.659241 0.729264
0.673119 0.703584
0.687289 0.677999
0.701758 0.652548
0.716531 0.627273
0.731616 0.602211
0.747018 0.577401
0.762744 0.552880
0.778801 0.528685
