0.795196 0.504852
0.811936 0.481414
0.829029 0.458404
0.846482 0.435852
0.864302 0.413789
0.882497 0.392241
0.901075 0.371234
0.920044 0.350791
0.939413 0.330934
0.959189 0.311682
0.979382 0.293050
1.000000 0.275055
1.021052 0.257707
1.042547 0.241017
1.064494 0.224991
1.086904 0.209635
1.109785 0.194951
1.133148 0.180940
1.157003 0.167598
1.181360 0.154922
1.206230 0.142905
1.231624 0.131539
1.257552 0.120813
1.284025 0.110714
1.311057 0.101229
1.338657 0.092341
1.366838 0.084035
1.395612 0.076290
1.424993 0.069088
1.454991 0.062408
1.485622 0.056228
1.516897 0.050528
1.548830 0.045283
1.581436 0.040472
1.614728 0.036070
1.648721 0.032055
1.683430 0.028404
1.718869 0.025094
1.755055 0.022102
1.792002 0.019406
1.829727 0.016986
1.868246 0.014819
1.907576 0.012885
1.947734 0.011166
1.988737 0.009643
2.030604 0.008299
2.073352 0.007116
2.117000 0.006079
2.161567 0.005174
2.207072 0.004387
2.253535 0.003705
2.300976 0.003117
2.349416 0.002611
2.398875 0.002179
2.449376 0.001810
2.500940 0.001497
2.553589 0.001233
2.607347 0.001011
2.662237 0.000825
2.718282 0.000670
2.775507 0.000541
2.833936 0.000435
2.893596 0.000348
2.954512 0.000277
3.016709 0.000220
3.080217 0.000173
3.145061 0.000136
3.211271 0.000106
3.278874 0.000082
3.347900 0.000063
3.418380 0.000048
3.490343 0.000037
3.563821 0.000028
3.638846 0.000021
3.715451 0.000016
3.793668 0.000012
3.873532 0.000009
3.955077 0.000006
4.038338 0.000005
4.123353 0.000003
4.210157 0.000002
4.298789 0.000002
4.389286 0.000001
4.481689 0.000001
4.576037 0.000001
4.672371 0.000000
4.770733 0.000000
4.871166 0.000000
4.973713 0.000000
5.078419 0.000000
5.185329 0.000000
5.294490 0.000000
5.405949 0.000000
5.519754 0.000000
5.635955 0.000000
5.754603 0.000000
5.875748 0.000000
5.999443 0.000000
6.125743 0.000000
6.254701 0.000000
6.386374 0.000000
6.520819 -0.000000
6.658095 -0.000000
6.798260 -0.000000
6.941376 -0.000000
7.087505 -0.000000
7.236710 -0.000000
7.389056 -0.000000
7.544609 -0.000000
7.703438 -0.000000
7.865609 -0.000000
8.031195 -0.000000
8.200267 0.000000
8.372897 0.000000
8.549163 0.000000
8.729138 0.000000
8.912903 0.000000
9.100536 0.000000
9.292119 0.000000
9.487736 0.000000
9.687470 0.000000
9.891410 0.000000
10.099642 0.000000
10.312259 -0.000000
10.529351 -0.000000
10.751013 -0.000000
10.977342 -0.000000
11.208436 -0.000000
11.444394 -0.000000
11.685320 -0.000000
11.931318 -0.000000
12.182494 -0.000000
12.438958 0.000000
12.700821 0.000000
12.968197 0.000000
13.241202 0.000000
13.519954 0.000000
13.804574 0.000000
14.095186 0.000000
14.391916 0.000000
14.694893 -0.000000
15.004248 -0.000000
15.320115 -0.000000
15.642632 -0.000000
15.971938 -0.000000
16.308177 -0.000000
16.651495 -0.000000
17.002040 0.000000
17.359965 0.000000
17.725424 0.000000
18.098577 0.000000
18.479586 0.000000
18.868616 0.000000
19.265835 -0.000000
19.671417 -0.000000
20.085537 -0.000000
20.508375 -0.000000
20.940114 -0.000000
21.380943 -0.000000
21.831051 0.000000
22.290636 0.000000
22.759895 0.000000
23.239033 0.000000
23.728258 0.000000
24.227782 -0.000000
24.737822 -0.000000
25.258599 -0.000000
25.790340 -0.000000
26.333275 0.000000
26.887639 0.000000
27.453674 0.000000
28.031625 0.000000
28.621743 0.000000
29.224284 -0.000000
29.839509 -0.000000
30.467687 -0.000000
31.109088 -0.000000
31.763992 0.000000
32.432684 0.000000
33.115452 0.000000
33.812594 -0.000000
34.524412 -0.000000
35.251215 -0.000000
35.993319 -0.000000
36.751045 0.000000
37.524723 0.000000
38.314688 -0.000000
39.121284 -0.000000
39.944860 -0.000000
40.785774 -0.000000
41.644390 -0.000000
42.521082 0.000000
43.416230 -0.000000
44.330222 -0.000000
45.263456 -0.000000
46.216336 -0.000000
47.189276 0.000000
48.182698 0.000000
49.197034 0.000000
50.232723 -0.000000
51.290215 0.000000
52.369970 0.000000
53.472455 -0.000000
54.598150 -0.000000
55.747543 -0.000000
56.921132 0.000000
58.119428 -0.000000
59.342950 -0.000000
60.592230 -0.000000
61.867809 0.000000
63.170242 -0.000000
64.500093 -0.000000
65.857940 0.000000
67.244372 0.000000
68.659992 -0.000000
70.105412 0.000000
71.581262 0.000000
73.088181 -0.000000
74.626823 0.000000
76.197857 -0.000000
77.801963 0.000000
79.439840 -0.000000
81.112196 0.000000
82.819759 -0.000000
84.563269 0.000000
86.343483 -0.000000
88.161174 0.000000
90.017131 -0.000000
91.912160 0.000000
93.847082 -0.000000
95.822737 0.000000
97.839985 -0.000000
99.899698 -0.000000
102.002773 -0.000000
104.150121 0.000000
106.342675 0.000000
108.581387 -0.000000
110.867227 -0.000000
113.201189 -0.000000
115.584285 0.000000
118.017549 -0.000000
120.502038 0.000000
123.038830 0.000000
125.629027 -0.000000
128.273752 -0.000000
130.974153 0.000000
133.731403 -0.000000
136.546698 -0.000000
139.421260 0.000000
142.356338 0.000000
145.353204 -0.000000
148.413159 -0.000000
151.537532 -0.000000
154.727680 -0.000000
157.984985 -0.000000
161.310864 -0.000000
164.706758 -0.000000
168.174142 0.000000
171.714520 0.000000
175.329431 0.000000
179.020442 0.000000
182.789156 0.000000
186.637208 -0.000000
190.566268 -0.000000
194.578043 0.000000
198.674273 0.000000
202.856737 0.000000
207.127249 -0.000000
211.487663 -0.000000
215.939872 -0.000000
220.485809 -0.000000
225.127446 -0.000000
229.866798 -0.000000
234.705922 0.000000
